accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
RANGE_INTERPOLATED,"33 W Lakes Blvd, Albert Park SA 5014, Australia",Ei8zMyBXIExha2VzIEJsdmQsIEFsYmVydCBQYXJrIFNBIDUwMTQsIEF1c3RyYWxpYSIaEhgKFAoSCdOYB5x7xrBqEVTKDyNj0-quECE,33A West Lakes Bvd,-34.8797848,138.5245508,1,5014,OK,street_address
ROOFTOP,"27 Trimmer Parade, Findon SA 5023, Australia",ChIJ8Z7oxNnFsGoRJVQhKNIW044,27 Trimmer Pde,-34.8913318,138.5294435,1,5023,OK,street_address
ROOFTOP,"16 Grange Rd, West Hindmarsh SA 5007, Australia",ChIJKwZgeVPPsGoRKWyyKeo2ocs,16 Grange Rd,-34.9046778,138.5641449,1,5007,OK,street_address
GEOMETRIC_CENTER,"Currie St, Adelaide SA 5000, Australia",ChIJpzUT4yXPsGoRH3aTE3SAXk8,V1 Currie St,-34.9246611,138.5932529,1,5000,OK,route
ROOFTOP,"1 Port Rd, Thebarton SA 5031, Australia",ChIJnaW5wUfPsGoR6V7WX_UHlB8,1 Port Rd,-34.9182312,138.5782234,1,5031,OK,street_address
GEOMETRIC_CENTER,"Currie St, Adelaide SA 5000, Australia",ChIJpzUT4yXPsGoRH3aTE3SAXk8,Y1 Currie St,-34.9246611,138.5932529,1,5000,OK,route
GEOMETRIC_CENTER,"Zone B West Lakes Interchange - West side, West Lakes SA 5021, Australia",ChIJw9sNpxvEsGoRuGa7bVvktC0,Zone B West Lakes Interchange,-34.87859,138.491318,1,5021,OK,"bus_station,establishment,point_of_interest,transit_station"
GEOMETRIC_CENTER,"North Terrace & R1, Adelaide SA 5000, Australia",Ei9Ob3J0aCBUZXJyYWNlICYgUjEsIEFkZWxhaWRlIFNBIDUwMDAsIEF1c3RyYWxpYSJmImQKFAoSCY05bO06z7BqERycp0EmK2eQEhQKEgmNOWztOs-wahEcnKdBJitnkBoUChIJLf90uCzJsGoR7QywrkJuT0YaFAoSCf2RwNV3z7BqETwc5Nza4ATuIgoN2Ssv6xWPu5pS,R1 North Tce,-34.9230119,138.5872271,1,5000,OK,intersection
ROOFTOP,"24 Trimmer Parade, Woodville West SA 5011, Australia",ChIJ9aiGPNfFsGoRL5Wn9CUoq4I,24 Trimmer Pde,-34.8909713,138.5269876,1,5011,OK,premise
RANGE_INTERPOLATED,"7 Manton St, Hindmarsh SA 5007, Australia",Eik3IE1hbnRvbiBTdCwgSGluZG1hcnNoIFNBIDUwMDcsIEF1c3RyYWxpYSIaEhgKFAoSCdO8__9Mz7BqETBiFklUNgMTEAc,7 Manton St,-34.9081943,138.5717677,1,5007,OK,street_address
ROOFTOP,"14 Grange Rd, West Hindmarsh SA 5007, Australia",ChIJcaaxelPPsGoRlLR2wnkO5go,14 Grange Rd,-34.9045042,138.5643408,1,5007,OK,premise
GEOMETRIC_CENTER,"Currie St, Adelaide SA 5000, Australia",ChIJpzUT4yXPsGoRH3aTE3SAXk8,B2 Currie St,-34.9246611,138.5932529,1,5000,OK,route
ROOFTOP,"32 W Lakes Blvd, Albert Park SA 5014, Australia",ChIJyQb5nHvGsGoRV3W9spisMmk,32A West Lakes Bvd,-34.8795437,138.5244981,1,5014,OK,street_address
RANGE_INTERPOLATED,"4 Port Rd, Adelaide SA 5000, Australia",EiY0IFBvcnQgUmQsIEFkZWxhaWRlIFNBIDUwMDAsIEF1c3RyYWxpYSIaEhgKFAoSCY9JQflHz7BqEZCPIUlUNgMTEAQ,4 Port Rd,-34.918144,138.5784945,1,5000,OK,street_address
RANGE_INTERPOLATED,"33 W Lakes Blvd, Albert Park SA 5014, Australia",Ei8zMyBXIExha2VzIEJsdmQsIEFsYmVydCBQYXJrIFNBIDUwMTQsIEF1c3RyYWxpYSIaEhgKFAoSCdOYB5x7xrBqEVTKDyNj0-quECE,33C West Lakes Bvd,-34.8797848,138.5245508,1,5014,OK,street_address
ROOFTOP,"26 Trimmer Parade, Woodville West SA 5011, Australia",ChIJLyz9JNfFsGoRKXtZUy2cZiw,26 Trimmer Pde,-34.8910171,138.5267532,1,5011,OK,premise
GEOMETRIC_CENTER,"Grenfell St, Adelaide SA 5000, Australia",ChIJseLD3tPOsGoRJ9U2agZ_1Hw,U1 Grenfell St,-34.924056,138.6052346,1,5000,OK,route
GEOMETRIC_CENTER,"Currie St, Adelaide SA 5000, Australia",ChIJpzUT4yXPsGoRH3aTE3SAXk8,W3 Currie St,-34.9246611,138.5932529,1,5000,OK,route
GEOMETRIC_CENTER,"Stop B1 Pulteney St - East side, Adelaide SA 5000, Australia",ChIJTYvop9POsGoRtO6VGvFisig,B1 Pulteney St,-34.9222027,138.6056473,1,5000,OK,"bus_station,establishment,point_of_interest,transit_station"
GEOMETRIC_CENTER,"Stop T1 Grenfell St - South side, Adelaide SA 5000, Australia",ChIJsQJkUtHOsGoRE_fnHv7L0hc,T1 Grenfell St,-34.9242643,138.6039913,1,5000,OK,"bus_station,establishment,point_of_interest,transit_station"
ROOFTOP,"6 Manton St, Hindmarsh SA 5007, Australia",ChIJ0aZujVLPsGoRb-N6YTJlzwE,6 Manton St,-34.9058649,138.5676258,1,5007,OK,premise
GEOMETRIC_CENTER,"West Terrace, Adelaide SA 5000, Australia",ChIJ1zTBPj3PsGoRJWWxX9jCDfg,X1 West Tce,-34.9293216,138.5879691,1,5000,OK,route
RANGE_INTERPOLATED,"2 Port Rd, Adelaide SA 5000, Australia",EiYyIFBvcnQgUmQsIEFkZWxhaWRlIFNBIDUwMDAsIEF1c3RyYWxpYSIaEhgKFAoSCY9JQflHz7BqEZCPIUlUNgMTEAI,2 Port Rd,-34.9181767,138.5784998,1,5000,OK,street_address
RANGE_INTERPOLATED,"33 W Lakes Blvd, Albert Park SA 5014, Australia",Ei8zMyBXIExha2VzIEJsdmQsIEFsYmVydCBQYXJrIFNBIDUwMTQsIEF1c3RyYWxpYSIaEhgKFAoSCdOYB5x7xrBqEVTKDyNj0-quECE,33 West Lakes Bvd,-34.8797848,138.5245508,1,5014,OK,street_address
ROOFTOP,"30 Tapleys Hill Rd, Royal Park SA 5014, Australia",ChIJLaWpAo_GsGoRcPPn3TQDIWA,30 Tapleys Hill Rd,-34.8694907,138.5118159,1,5014,OK,street_address
ROOFTOP,"15 Grange Rd, Lower Mitcham SA 5062, Australia",ChIJxVo2szfOsGoR9A3J2dR5yPU,15 Grange Rd,-34.9765848,138.6063451,2,5062,OK,street_address
ROOFTOP,"28 Trimmer Parade, Woodville West SA 5011, Australia",ChIJSUUKJtfFsGoRsw4aA107Tuk,28 Trimmer Pde,-34.8910271,138.5265187,1,5011,OK,premise
ROOFTOP,"29 Trimmer Parade, Findon SA 5023, Australia",ChIJF1VG29nFsGoRCGcbykkDloY,29 Trimmer Pde,-34.8913196,138.5292934,1,5023,OK,premise
GEOMETRIC_CENTER,"Stop B1 Currie St - North side, Adelaide SA 5000, Australia",ChIJubChLTvPsGoRqjEL8Vrhm98,B1 Currie St,-34.9247464,138.588619,1,5000,OK,"bus_station,establishment,point_of_interest,transit_station"
ROOFTOP,"3 Port Rd, Queenstown SA 5014, Australia",ChIJL_r3QIrGsGoRK5a-K2hlFa0,3 Port Rd,-34.8682747,138.5173143,1,5014,OK,street_address
RANGE_INTERPOLATED,"33 W Lakes Blvd, Albert Park SA 5014, Australia",Ei8zMyBXIExha2VzIEJsdmQsIEFsYmVydCBQYXJrIFNBIDUwMTQsIEF1c3RyYWxpYSIaEhgKFAoSCdOYB5x7xrBqEVTKDyNj0-quECE,33B West Lakes Bvd,-34.8797848,138.5245508,1,5014,OK,street_address
ROOFTOP,"5 Port Rd, Queenstown SA 5014, Australia",ChIJL_r3QIrGsGoRQuP4xU4ncbw,5 Port Rd,-34.8682747,138.5173143,1,5014,OK,street_address
RANGE_INTERPOLATED,"36 Bartley Terrace, Semaphore Park SA 5019, Australia",EjUzNiBCYXJ0bGV5IFRlcnJhY2UsIFNlbWFwaG9yZSBQYXJrIFNBIDUwMTksIEF1c3RyYWxpYSIaEhgKFAoSCaN381a_xrBqEfliFoCWj2SZECQ,36A Bartley Tce,-34.8553809,138.4940601,1,5019,OK,street_address
RANGE_INTERPOLATED,"35 Bartley Terrace, Semaphore Park SA 5019, Australia",EjUzNSBCYXJ0bGV5IFRlcnJhY2UsIFNlbWFwaG9yZSBQYXJrIFNBIDUwMTksIEF1c3RyYWxpYSIaEhgKFAoSCaN381a_xrBqEfliFoCWj2SZECM,35B Bartley Tce,-34.8553809,138.4940601,1,5019,OK,street_address
RANGE_INTERPOLATED,"33 W Lakes Blvd, Albert Park SA 5014, Australia",Ei8zMyBXIExha2VzIEJsdmQsIEFsYmVydCBQYXJrIFNBIDUwMTQsIEF1c3RyYWxpYSIaEhgKFAoSCdOYB5x7xrBqEVTKDyNj0-quECE,33F West Lakes Bvd,-34.8797848,138.5245508,1,5014,OK,street_address
RANGE_INTERPOLATED,"36 Bartley Terrace, Semaphore Park SA 5019, Australia",EjUzNiBCYXJ0bGV5IFRlcnJhY2UsIFNlbWFwaG9yZSBQYXJrIFNBIDUwMTksIEF1c3RyYWxpYSIaEhgKFAoSCaN381a_xrBqEfliFoCWj2SZECQ,36B Bartley Tce,-34.8553809,138.4940601,1,5019,OK,street_address
GEOMETRIC_CENTER,"Zone D Port Adelaide Interchange - East side, Port Adelaide SA 5015, Australia",ChIJVeTQpePGsGoRoCElO8n8aLo,Zone D Port Adelaide Interchan,-34.8448683,138.505882,1,5015,OK,"bus_station,establishment,point_of_interest,transit_station"
ROOFTOP,"39 Church St, Highgate SA 5063, Australia",ChIJ1cP4M17OsGoRIKAMy89oCNE,39 Church St,-34.9641105,138.6179083,2,5063,OK,street_address
RANGE_INTERPOLATED,"36 Bartley Terrace, Semaphore Park SA 5019, Australia",EjUzNiBCYXJ0bGV5IFRlcnJhY2UsIFNlbWFwaG9yZSBQYXJrIFNBIDUwMTksIEF1c3RyYWxpYSIaEhgKFAoSCaN381a_xrBqEfliFoCWj2SZECQ,36 Bartley Tce,-34.8553809,138.4940601,1,5019,OK,street_address
ROOFTOP,"39 Dale St, Port Adelaide SA 5015, Australia",ChIJf7Xz9ubGsGoRlu5idy4TabE,39A Dale St,-34.8470137,138.5020605,1,5015,OK,premise
RANGE_INTERPOLATED,"33 W Lakes Blvd, Albert Park SA 5014, Australia",Ei8zMyBXIExha2VzIEJsdmQsIEFsYmVydCBQYXJrIFNBIDUwMTQsIEF1c3RyYWxpYSIaEhgKFAoSCdOYB5x7xrBqEVTKDyNj0-quECE,33E West Lakes Bvd,-34.8797848,138.5245508,1,5014,OK,street_address
RANGE_INTERPOLATED,"34 Bartley Terrace, Semaphore Park SA 5019, Australia",EjUzNCBCYXJ0bGV5IFRlcnJhY2UsIFNlbWFwaG9yZSBQYXJrIFNBIDUwMTksIEF1c3RyYWxpYSIaEhgKFAoSCaN381a_xrBqEfliFoCWj2SZECI,34 Bartley Tce,-34.8553809,138.4940601,1,5019,OK,street_address
RANGE_INTERPOLATED,"33 W Lakes Blvd, Albert Park SA 5014, Australia",Ei8zMyBXIExha2VzIEJsdmQsIEFsYmVydCBQYXJrIFNBIDUwMTQsIEF1c3RyYWxpYSIaEhgKFAoSCdOYB5x7xrBqEVTKDyNj0-quECE,33D West Lakes Bvd,-34.8797848,138.5245508,1,5014,OK,street_address
ROOFTOP,"37 Bower Rd, Semaphore South SA 5019, Australia",ChIJr_EGdsrGsGoRXcL-UsIHfcw,37A Bower Rd,-34.8503335,138.4821479,1,5019,OK,street_address
RANGE_INTERPOLATED,"35 Bartley Terrace, Semaphore Park SA 5019, Australia",EjUzNSBCYXJ0bGV5IFRlcnJhY2UsIFNlbWFwaG9yZSBQYXJrIFNBIDUwMTksIEF1c3RyYWxpYSIaEhgKFAoSCaN381a_xrBqEfliFoCWj2SZECM,35 Bartley Tce,-34.8553809,138.4940601,1,5019,OK,street_address
RANGE_INTERPOLATED,"35 Bartley Terrace, Semaphore Park SA 5019, Australia",EjUzNSBCYXJ0bGV5IFRlcnJhY2UsIFNlbWFwaG9yZSBQYXJrIFNBIDUwMTksIEF1c3RyYWxpYSIaEhgKFAoSCaN381a_xrBqEfliFoCWj2SZECM,35A Bartley Tce,-34.8553809,138.4940601,1,5019,OK,street_address
GEOMETRIC_CENTER,"Zone C Port Adelaide Interchange - East side, Port Adelaide SA 5015, Australia",ChIJVUy9CuPGsGoRzmykPmjAJ64,Zone B Port Adelaide Interchan,-34.8454143,138.5062604,2,5015,OK,"bus_station,establishment,point_of_interest,transit_station"
RANGE_INTERPOLATED,"34 Old Port Rd, Queenstown SA 5014, Australia",Ei0zNCBPbGQgUG9ydCBSZCwgUXVlZW5zdG93biBTQSA1MDE0LCBBdXN0cmFsaWEiGhIYChQKEgnHK2AOjcawahERds9b3KMWyhAi,34A Old Port Rd,-34.8643038,138.5109466,1,5014,OK,street_address
ROOFTOP,"35 Old Port Rd, Queenstown SA 5014, Australia",ChIJ87fuAo3GsGoR_kAYnsyoFAQ,35A Old Port Rd,-34.8640583,138.5109648,1,5014,OK,street_address
ROOFTOP,"33 Tapleys Hill Rd, Hendon SA 5014, Australia",ChIJFdBQlI7GsGoRjr4usEL_ZmI,33A Tapleys Hill Rd,-34.8684272,138.5122957,1,5014,OK,premise
ROOFTOP,"33 Tapleys Hill Rd, Hendon SA 5014, Australia",ChIJFdBQlI7GsGoRjr4usEL_ZmI,33C Tapleys Hill Rd,-34.8684272,138.5122957,1,5014,OK,premise
RANGE_INTERPOLATED,"34 Old Port Rd, Queenstown SA 5014, Australia",Ei0zNCBPbGQgUG9ydCBSZCwgUXVlZW5zdG93biBTQSA1MDE0LCBBdXN0cmFsaWEiGhIYChQKEgnHK2AOjcawahERds9b3KMWyhAi,34 Old Port Rd,-34.8643038,138.5109466,1,5014,OK,street_address
ROOFTOP,"33 Tapleys Hill Rd, Hendon SA 5014, Australia",ChIJFdBQlI7GsGoRjr4usEL_ZmI,33B Tapleys Hill Rd,-34.8684272,138.5122957,1,5014,OK,premise
ROOFTOP,"33 Tapleys Hill Rd, Hendon SA 5014, Australia",ChIJFdBQlI7GsGoRjr4usEL_ZmI,33 Tapleys Hill Rd,-34.8684272,138.5122957,1,5014,OK,premise
ROOFTOP,"38 Commercial Rd, Hyde Park SA 5061, Australia",ChIJGRteT1TOsGoRXz860GlJ4XI,38 Commercial Rd,-34.9583557,138.6022375,2,5061,OK,street_address
ROOFTOP,"35 Old Port Rd, Queenstown SA 5014, Australia",ChIJ87fuAo3GsGoR_kAYnsyoFAQ,35 Old Port Rd,-34.8640583,138.5109648,1,5014,OK,street_address
ROOFTOP,"39 Commercial Rd, Strathalbyn SA 5255, Australia",ChIJV_yMgAjYtmoRzm6L6_JjUMQ,39 Commercial Rd,-35.2593293,138.8902523,1,5255,OK,street_address
RANGE_INTERPOLATED,"36 Grand Jct Rd, Rosewater SA 5013, Australia",Ei0zNiBHcmFuZCBKY3QgUmQsIFJvc2V3YXRlciBTQSA1MDEzLCBBdXN0cmFsaWEiGhIYChQKEgm7UQQa-cawahFxXI7G2772ahAk,36 Grand Junction Rd,-34.8519552,138.5158791,1,5013,OK,street_address
ROOFTOP,"37 Grand Jct Rd, Rosewater SA 5013, Australia",ChIJM8HzIfnGsGoRyoUf8NEVLjw,37 Grand Junction Rd,-34.8517545,138.5159487,1,5013,OK,premise
ROOFTOP,"35 Old Port Rd, Queenstown SA 5014, Australia",ChIJ87fuAo3GsGoR_kAYnsyoFAQ,35B Old Port Rd,-34.8640583,138.5109648,1,5014,OK,street_address
ROOFTOP,"37 Commercial Rd, Hyde Park SA 5061, Australia",ChIJN_65DFTOsGoRUG_jQ4rYqok,37 Commercial Rd,-34.9588546,138.602366,2,5061,OK,street_address
GEOMETRIC_CENTER,"Stop E2 Currie St - North side, Adelaide SA 5000, Australia",ChIJy-37JSjPsGoRBX-mcndjO44,E2 Currie St,-34.9243137,138.5984621,1,5000,OK,"bus_station,establishment,point_of_interest,transit_station"
GEOMETRIC_CENTER,"Pulteney St, Adelaide SA 5000, Australia",ChIJn5bCi9DOsGoRBpaZWgD2g3Q,X1 Pulteney St,-34.9282926,138.6059804,1,5000,OK,route
GEOMETRIC_CENTER,"Stop G3 Grenfell St - North side, Adelaide SA 5000, Australia",ChIJY1Be4NPOsGoRmPV46FAJFtQ,G3 Grenfell St,-34.924022,138.604979,1,5000,OK,"bus_station,establishment,point_of_interest,transit_station"
GEOMETRIC_CENTER,"Currie St, Adelaide SA 5000, Australia",ChIJpzUT4yXPsGoRH3aTE3SAXk8,D1 Currie St,-34.9246611,138.5932529,1,5000,OK,route
ROOFTOP,"6 The Parade, Norwood SA 5067, Australia",ChIJl_3JTEnJsGoR7WmcagN6Km4,6 The Parade,-34.9219882,138.6238334,1,5067,OK,premise
ROOFTOP,"3 Rundle St, Kent Town SA 5067, Australia",ChIJQUDJTDTJsGoRfN84Qltp35Y,3 Rundle St,-34.921202,138.6163134,1,5067,OK,street_address
ROOFTOP,"10 The Parade, Norwood SA 5067, Australia",ChIJSzSWtk7JsGoRy2rgHWI8dkM,10 The Parade,-34.9220525,138.6242053,1,5067,OK,premise
ROOFTOP,"9 The Parade, Blair Athol SA 5084, Australia",ChIJAVA-vk3IsGoRCkECZuYo_H8,9 The Parade,-34.8685586,138.5952736,2,5084,OK,street_address
ROOFTOP,"7 The Parade, Norwood SA 5067, Australia",ChIJFXUUy07JsGoRSlxmVwUT7eA,7 The Parade,-34.9215,138.6239509,1,5067,OK,premise
ROOFTOP,"8 The Oaks Parade, Aberfoyle Park SA 5159, Australia",ChIJyeWUfs7WsGoR1bsuZ9ugUUs,8 The Parade,-35.0737163,138.6110889,1,5159,OK,street_address
GEOMETRIC_CENTER,"Stop W1 North Tce - South side, Adelaide SA 5000, Australia",ChIJYffwjSnPsGoR3G4mEaSHmsk,W1 North Tce,-34.9217953,138.5973292,1,5000,OK,"bus_station,establishment,point_of_interest,transit_station"
ROOFTOP,"147 Portrush Rd, Maylands SA 5069, Australia",ChIJvfELbdjLsGoRqBTp1c91Fhw,147 Portrush Rd,-34.90768449999999,138.6396096,1,5069,OK,street_address
GEOMETRIC_CENTER,"North Terrace, Adelaide SA, Australia",ChIJLf90uCzJsGoR7QywrkJuT0Y,U1 North Tce,-34.921247,138.6048008,1,,OK,route
ROOFTOP,"5 The Parade, Norwood SA 5067, Australia",ChIJcUdnM0nJsGoROoHJQi7XL0M,5 The Parade,-34.9214784,138.6238108,1,5067,OK,street_address
GEOMETRIC_CENTER,"Stop D North Tce - North side, Adelaide SA 5000, Australia",ChIJgQrHmynPsGoR79kpBM_w_ow,D North Tce,-34.921551,138.5966264,1,5000,OK,"bus_station,establishment,point_of_interest,transit_station"
GEOMETRIC_CENTER,"North Terrace, Adelaide SA, Australia",ChIJLf90uCzJsGoR7QywrkJuT0Y,I1 North Tce,-34.921247,138.6048008,1,,OK,route
GEOMETRIC_CENTER,"Stop B1 East Tce - East side, Adelaide SA 5000, Australia",ChIJTUWfLM3OsGoRfFUO0jzfRmU,B1 East Tce,-34.9221383,138.6109971,1,5000,OK,"bus_station,establishment,point_of_interest,transit_station"
GEOMETRIC_CENTER,"North Terrace, Adelaide SA, Australia",ChIJLf90uCzJsGoR7QywrkJuT0Y,G2 North Tce,-34.921247,138.6048008,1,,OK,route
GEOMETRIC_CENTER,"North Terrace, Adelaide SA, Australia",ChIJLf90uCzJsGoR7QywrkJuT0Y,F1 North Tce,-34.921247,138.6048008,1,,OK,route
GEOMETRIC_CENTER,"North Terrace, Adelaide SA, Australia",ChIJLf90uCzJsGoR7QywrkJuT0Y,C1 North Tce,-34.921247,138.6048008,1,,OK,route
GEOMETRIC_CENTER,"North Terrace, Adelaide SA, Australia",ChIJLf90uCzJsGoR7QywrkJuT0Y,B2 North Tce,-34.921247,138.6048008,1,,OK,route
RANGE_INTERPOLATED,"4 The Parade W, Kent Town SA 5067, Australia",Eiw0IFRoZSBQYXJhZGUgVywgS2VudCBUb3duIFNBIDUwNjcsIEF1c3RyYWxpYSIaEhgKFAoSCUsUL_pJybBqEYHMCUlUNgMTEAQ,4 The Parade West,-34.9206527,138.6193615,1,5067,OK,street_address
GEOMETRIC_CENTER,"East Terrace, Adelaide SA 5000, Australia",ChIJWaKq_cvOsGoRehSwm2vy3f8,Y1 East Tce,-34.927916,138.6141059,1,5000,OK,route
GEOMETRIC_CENTER,"North Terrace, Adelaide SA, Australia",ChIJLf90uCzJsGoR7QywrkJuT0Y,R2 North Tce,-34.921247,138.6048008,1,,OK,route
GEOMETRIC_CENTER,"North Terrace, Adelaide SA, Australia",ChIJLf90uCzJsGoR7QywrkJuT0Y,Y2 North Tce,-34.921247,138.6048008,1,,OK,route
GEOMETRIC_CENTER,"North Terrace, Adelaide SA, Australia",ChIJLf90uCzJsGoR7QywrkJuT0Y,T1 North Tce,-34.921247,138.6048008,1,,OK,route
RANGE_INTERPOLATED,"146 Portrush Rd, Evandale SA 5069, Australia",EiwxNDYgUG9ydHJ1c2ggUmQsIEV2YW5kYWxlIFNBIDUwNjksIEF1c3RyYWxpYSIbEhkKFAoSCU-BhxbYy7BqERz8c2njhdoxEJIB,146 Portrush Rd,-34.9073927,138.6400149,1,5069,OK,street_address
GEOMETRIC_CENTER,"North Terrace, Adelaide SA, Australia",ChIJLf90uCzJsGoR7QywrkJuT0Y,W2 North Tce,-34.921247,138.6048008,1,,OK,route
RANGE_INTERPOLATED,"17 Hallett Rd, Wattle Park SA 5066, Australia",Ei0xNyBIYWxsZXR0IFJkLCBXYXR0bGUgUGFyayBTQSA1MDY2LCBBdXN0cmFsaWEiGhIYChQKEgmjBPjkl8uwahFQTgpJVDYDExAR,17 Hallett Rd,-34.92806059999999,138.6682249,1,5066,OK,street_address
ROOFTOP,"8 Kensington Rd, Rose Park SA 5067, Australia",ChIJOzGLNbPOsGoRZBC7rcZw6IM,8 Kensington Rd,-34.9281206,138.6251189,1,5067,OK,street_address
ROOFTOP,"9 Kensington Rd, Norwood SA 5067, Australia",ChIJvUd6rkzJsGoRySiJyHsRJfU,9 Kensington Rd,-34.927568,138.62491,1,5067,OK,street_address
ROOFTOP,"16 Hallett Rd, Wattle Park SA 5066, Australia",ChIJ0S4IWL3LsGoRk5DL5ksLLs4,16 Hallett Rd,-34.9274192,138.6682956,1,5066,OK,street_address
ROOFTOP,"2 Kensington Rd, Rose Park SA 5067, Australia",ChIJV8yvT7POsGoRORBLdgZ3_64,2 Kensington Rd,-34.9280585,138.6245941,1,5067,OK,street_address
ROOFTOP,"7 Kensington Rd, Norwood SA 5067, Australia",ChIJ7_qbskzJsGoRHvD3mKvGAO0,7 Kensington Rd,-34.9275601,138.6245013,1,5067,OK,street_address
ROOFTOP,"3 Kensington Rd, Norwood SA 5067, Australia",ChIJxyVGU7POsGoR-aANCpF52hg,3 Kensington Rd,-34.9275751,138.6242318,1,5067,OK,street_address
ROOFTOP,"4 Kensington Rd, Rose Park SA 5067, Australia",ChIJu2mvTrPOsGoRcPjuSrad7sQ,4 Kensington Rd,-34.9280757,138.6247534,1,5067,OK,premise
ROOFTOP,"20 Hallett Rd, Wattle Park SA 5066, Australia",ChIJAROl-5fLsGoR4SEVJ4KeESg,20 Hallett Rd,-34.92791460000001,138.6685388,1,5066,OK,premise
RANGE_INTERPOLATED,"13 Kensington Rd, Norwood SA 5067, Australia",EiwxMyBLZW5zaW5ndG9uIFJkLCBOb3J3b29kIFNBIDUwNjcsIEF1c3RyYWxpYSIaEhgKFAoSCQWmREuzzrBqEX-QUI0oOcR5EA0,13 Kensington Rd,-34.9278054,138.6251207,1,5067,OK,street_address
ROOFTOP,"1 Kensington Rd, Norwood SA 5067, Australia",ChIJD7ptVbPOsGoRQ1xqP9kJqdA,1 Kensington Rd,-34.9275115,138.6239195,1,5067,OK,street_address
ROOFTOP,"6 Kensington Rd, Rose Park SA 5067, Australia",ChIJyXDSS7POsGoRgXDvfoQaRCY,6 Kensington Rd,-34.92806890000001,138.62491,1,5067,OK,premise
ROOFTOP,"12 Kensington Rd, Rose Park SA 5067, Australia",ChIJFV5VNLPOsGoR_9UfclWNt6o,12 Kensington Rd,-34.9281125,138.6252665,1,5067,OK,street_address
ROOFTOP,"10 Kensington Rd, South Yarra VIC 3141, Australia",ChIJtfjAxYZC1moRYycm929wDlM,10 Kensington Rd,-37.838951,145.001292,1,3141,OK,street_address
ROOFTOP,"15 Kensington Rd, South Yarra VIC 3141, Australia",ChIJ8TbEsIZC1moRgbsfp8-BqAk,15 Kensington Rd,-37.838879,145.000717,1,3141,OK,street_address
ROOFTOP,"14 Kensington Rd, Rose Park SA 5067, Australia",ChIJ9_MzzUzJsGoRP6ndvac8nrs,14 Kensington Rd,-34.9281524,138.6254581,1,5067,OK,street_address
ROOFTOP,"11 Kensington Rd, Kent Town SA 5067, Australia",ChIJybxSqLTOsGoREFQ1-QIe8Qc,11 Kensington Rd,-34.9277647,138.623733,2,5067,OK,street_address
ROOFTOP,"18 Hallett Rd, Golden Grove SA 5125, Australia",ChIJN8CAxTlNt2oR8tVHKunLwaI,18 Hallett Rd,-34.7722274,138.7299817,2,5125,OK,street_address
GEOMETRIC_CENTER,"Dequetteville Terrace, Adelaide SA, Australia",ChIJVXKrhErJsGoRWE38DU-Duhw,X1 Dequetteville Tce,-34.9242769,138.6181541,1,,OK,route
ROOFTOP,"19 Hallett Rd, Erindale SA 5066, Australia",ChIJK0IB65fLsGoRjNxqyuDozlM,19 Hallett Rd,-34.9282707,138.6678893,2,5066,OK,street_address
GEOMETRIC_CENTER,"Dequetteville Terrace, Adelaide SA, Australia",ChIJVXKrhErJsGoRWE38DU-Duhw,V1 Dequetteville Tce,-34.9242769,138.6181541,1,,OK,route
GEOMETRIC_CENTER,"Dequetteville Terrace, Adelaide SA, Australia",ChIJVXKrhErJsGoRWE38DU-Duhw,U1 Dequetteville Tce,-34.9242769,138.6181541,1,,OK,route
GEOMETRIC_CENTER,"Dequetteville Terrace, Adelaide SA, Australia",ChIJVXKrhErJsGoRWE38DU-Duhw,C1 Dequetteville Tce,-34.9242769,138.6181541,1,,OK,route
RANGE_INTERPOLATED,"5 Kensington Rd, Kent Town SA 5067, Australia",Ei01IEtlbnNpbmd0b24gUmQsIEtlbnQgVG93biBTQSA1MDY3LCBBdXN0cmFsaWEiGhIYChQKEglHM2RRs86wahE7qgvdaxnTnhAF,5 Kensington Rd,-34.9278401,138.6243606,1,5067,OK,street_address
GEOMETRIC_CENTER,"Dequetteville Terrace, Adelaide SA, Australia",ChIJVXKrhErJsGoRWE38DU-Duhw,W1 Dequetteville Tce,-34.9242769,138.6181541,1,,OK,route
GEOMETRIC_CENTER,"Dequetteville Terrace, Adelaide SA, Australia",ChIJVXKrhErJsGoRWE38DU-Duhw,F1 Dequetteville Tce,-34.9242769,138.6181541,1,,OK,route
GEOMETRIC_CENTER,"Dequetteville Terrace, Adelaide SA, Australia",ChIJVXKrhErJsGoRWE38DU-Duhw,E1 Dequetteville Tce,-34.9242769,138.6181541,1,,OK,route
GEOMETRIC_CENTER,"Dequetteville Terrace, Adelaide SA, Australia",ChIJVXKrhErJsGoRWE38DU-Duhw,D1 Dequetteville Tce,-34.9242769,138.6181541,1,,OK,route
GEOMETRIC_CENTER,"North Terrace, Adelaide SA, Australia",ChIJLf90uCzJsGoR7QywrkJuT0Y,S1 North Tce,-34.921247,138.6048008,1,,OK,route
GEOMETRIC_CENTER,"Currie St, Adelaide SA 5000, Australia",ChIJpzUT4yXPsGoRH3aTE3SAXk8,W4 Currie St,-34.9246611,138.5932529,1,5000,OK,route
